OBJECTID,DESCRIPTION,ID,DIVINDX_FY,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
925,93705 (Fresno),93705,87.1,87.1,20763750.0,22593.020706623785,1756053718998,Synapse54,1756053718998,Synapse54
926,93706 (Fresno),93706,85.1,85.1,624835000.0,147699.52122111115,1756053718998,Synapse54,1756053718998,Synapse54
927,93710 (Fresno),93710,87.1,87.1,26748750.0,23026.98591692139,1756053718998,Synapse54,1756053718998,Synapse54
928,93711 (Fresno),93711,81.4,81.4,44005000.0,39717.27397216554,1756053718998,Synapse54,1756053718998,Synapse54
929,93720 (Fresno),93720,80.6,80.6,38761250.0,46179.174721802745,1756053718998,Synapse54,1756053718998,Synapse54
930,93721 (Fresno),93721,82.9,82.9,8145000.0,14213.573266732503,1756053718998,Synapse54,1756053718998,Synapse54
931,93722 (Fresno),93722,89.2,89.2,84017500.0,59867.25912732794,1756053718998,Synapse54,1756053718998,Synapse54
932,93723 (Fresno),93723,88.3,88.3,177675000.0,64259.11624482831,1756053718998,Synapse54,1756053718998,Synapse54
933,93725 (Fresno),93725,83.7,83.7,277108750.0,123881.96838888185,1756053718998,Synapse54,1756053718998,Synapse54
934,93726 (Fresno),93726,88.5,88.5,26385000.0,22895.813018039586,1756053718998,Synapse54,1756053718998,Synapse54
935,93727 (Fresno),93727,88.7,88.7,87730000.0,52713.0463882547,1756053718998,Synapse54,1756053718998,Synapse54
936,93728 (Fresno),93728,85.3,85.3,12132500.0,16047.142699487926,1756053718998,Synapse54,1756053718998,Synapse54
937,93730 (Fresno),93730,75.8,75.8,37892500.0,42904.788434696726,1756053718998,Synapse54,1756053718998,Synapse54
938,93737 (Fresno),93737,85.1,85.1,45475000.0,40770.049590660994,1756053718998,Synapse54,1756053718998,Synapse54
939,93741 (Fresno),93741,81.3,81.3,415000.0,2890.8149111915895,1756053718998,Synapse54,1756053718998,Synapse54
940,93901 (Salinas),93901,84.3,84.3,49076250.0,44475.80369584794,1756053718998,Synapse54,1756053718998,Synapse54
941,93905 (Salinas),93905,64.6,64.6,32251250.0,30986.303841262583,1756053718998,Synapse54,1756053718998,Synapse54
942,93906 (Salinas),93906,79.8,79.8,68812500.0,39317.24941605753,1756053718998,Synapse54,1756053718998,Synapse54
943,93907 (Salinas),93907,84.5,84.5,213045000.0,95284.68141805496,1756053718998,Synapse54,1756053718998,Synapse54
944,93908 (Salinas),93908,74.7,74.7,1061338750.0,303096.1327894712,1756053718998,Synapse54,1756053718998,Synapse54
945,93920 (Big Sur),93920,73.0,73.0,1101445654.7578125,340535.91805434285,1756053718998,Synapse54,1756053718998,Synapse54
946,93923 (Carmel),93923,46.8,46.8,669871845.2421875,208905.8148713517,1756053718998,Synapse54,1756053718998,Synapse54
947,93924 (Carmel Valley),93924,56.4,56.4,927551250.0,220262.2686813718,1756053718998,Synapse54,1756053718998,Synapse54
948,93925 (Chualar),93925,65.0,65.0,75185000.0,75436.40873389582,1756053718998,Synapse54,1756053718998,Synapse54
949,93926 (Gonzales),93926,67.9,67.9,295983750.0,124985.8626719927,1756053718998,Synapse54,1756053718998,Synapse54
950,93927 (Greenfield),93927,69.4,69.4,915303681.8203125,248166.22671677396,1756053718998,Synapse54,1756053718998,Synapse54
951,93930 (King City),93930,73.3,73.3,1350435000.0,285947.10402693844,1756053718998,Synapse54,1756053718998,Synapse54
952,93932 (Lockwood),93932,78.0,78.0,1229275000.0,277103.62258608395,1756053718998,Synapse54,1756053718998,Synapse54
953,93933 (Marina),93933,87.7,87.7,43681250.0,38141.375779456015,1756053718998,Synapse54,1756053718998,Synapse54
954,93940 (Monterey),93940,72.1,72.1,67022500.0,76008.66155666241,1756053718998,Synapse54,1756053718998,Synapse54
955,93943 (Monterey),93943,80.3,80.3,906250.0,3873.3916486782,1756053718998,Synapse54,1756053718998,Synapse54
956,93944 (Monterey),93944,63.7,63.7,1896250.0,8931.51131578345,1756053718998,Synapse54,1756053718998,Synapse54
957,93950 (Pacific Grove),93950,63.6,63.6,11506250.0,20460.049008292488,1756053718998,Synapse54,1756053718998,Synapse54
958,93953 (Pebble Beach),93953,50.2,50.2,33083750.0,34847.60953036919,1756053718998,Synapse54,1756053718998,Synapse54
959,93954 (San Lucas),93954,74.6,74.6,1565000.0,6206.333579151132,1756053718998,Synapse54,1756053718998,Synapse54
960,93955 (Seaside),93955,87.6,87.6,44293750.0,30970.127365784243,1756053718998,Synapse54,1756053718998,Synapse54
961,93960 (Soledad),93960,74.4,74.4,860372500.0,205748.91010736118,1756053718998,Synapse54,1756053718998,Synapse54
962,93962 (Spreckels),93962,82.6,82.6,328750.0,3874.9584023975312,1756053718998,Synapse54,1756053718998,Synapse54
963,94002 (Belmont),94002,74.2,74.2,23726250.0,30438.40887113949,1756053718998,Synapse54,1756053718998,Synapse54
964,94005 (Brisbane),94005,78.7,78.7,20960000.0,27073.394632558735,1756053718998,Synapse54,1756053718998,Synapse54
965,94010 (Burlingame),94010,72.1,72.1,53392248.7734375,56870.761389947154,1756053718998,Synapse54,1756053718998,Synapse54
966,94014 (Daly City),94014,78.9,78.9,24572500.0,33300.051987886174,1756053718998,Synapse54,1756053718998,Synapse54
967,94015 (Daly City),94015,66.8,66.8,23146250.0,28040.994291398496,1756053718998,Synapse54,1756053718998,Synapse54
968,94018 (El Granada),94018,60.3,60.3,2292500.0,10189.485666124361,1756053718998,Synapse54,1756053718998,Synapse54
969,94019 (Half Moon Bay),94019,79.1,79.1,295738750.0,156287.20497076423,1756053718998,Synapse54,1756053718998,Synapse54
970,94020 (La Honda),94020,60.7,60.7,223715000.0,115902.66856139204,1756053718998,Synapse54,1756053718998,Synapse54
971,94021 (Loma Mar),94021,61.1,61.1,73641250.0,56067.98793562323,1756053718998,Synapse54,1756053718998,Synapse54
972,94022 (Los Altos),94022,63.6,63.6,73318750.0,51605.916867906875,1756053718998,Synapse54,1756053718998,Synapse54
973,94024 (Los Altos),94024,63.4,63.4,32170000.0,39580.95702608813,1756053718998,Synapse54,1756053718998,Synapse54
974,94025 (Menlo Park),94025,78.3,78.3,45495000.0,77336.04934579464,1756053718998,Synapse54,1756053718998,Synapse54
975,94027 (Atherton),94027,61.2,61.2,21658750.0,32935.33137280685,1756053718998,Synapse54,1756053718998,Synapse54
976,94028 (Portola Valley),94028,50.8,50.8,60188750.0,49199.03077318904,1756053718998,Synapse54,1756053718998,Synapse54
977,94030 (Millbrae),94030,66.8,66.8,14327500.0,18803.791537082572,1756053718998,Synapse54,1756053718998,Synapse54
978,94035 (Mountain View),94035,0.0,0.0,10948750.0,16184.885110646392,1756053718998,Synapse54,1756053718998,Synapse54
979,94037 (Montara),94037,59.4,59.4,5483750.0,13097.148573164195,1756053718998,Synapse54,1756053718998,Synapse54
980,94038 (Moss Beach),94038,72.9,72.9,24657500.0,47109.11719110493,1756053718998,Synapse54,1756053718998,Synapse54
981,94040 (Mountain View),94040,76.6,76.6,14680000.0,29318.681930924045,1756053718998,Synapse54,1756053718998,Synapse54
982,94041 (Mountain View),94041,80.5,80.5,6767500.0,13765.223583442732,1756053718998,Synapse54,1756053718998,Synapse54
983,94043 (Mountain View),94043,77.2,77.2,36076250.0,34434.29361909127,1756053718998,Synapse54,1756053718998,Synapse54
984,94044 (Pacifica),94044,77.8,77.8,58658750.0,47775.06781835821,1756053718998,Synapse54,1756053718998,Synapse54
985,94060 (Pescadero),94060,79.1,79.1,248566250.0,105400.65709000302,1756053718998,Synapse54,1756053718998,Synapse54
986,94061 (Redwood City),94061,84.5,84.5,15618750.0,24709.799624696014,1756053718998,Synapse54,1756053718998,Synapse54
987,94062 (Redwood City),94062,66.3,66.3,294853750.0,174752.02828640406,1756053718998,Synapse54,1756053718998,Synapse54
988,94063 (Redwood City),94063,86.8,86.8,26788750.0,37791.705204097016,1756053718998,Synapse54,1756053718998,Synapse54
989,94065 (Redwood City),94065,66.7,66.7,11640000.0,18163.54406805797,1756053718998,Synapse54,1756053718998,Synapse54
990,94066 (San Bruno),94066,84.3,84.3,28987500.0,33711.62139291378,1756053718998,Synapse54,1756053718998,Synapse54
991,94070 (San Carlos),94070,68.2,68.2,28714204.546875,34007.28183401264,1756053718998,Synapse54,1756053718998,Synapse54
992,94074 (San Gregorio),94074,68.0,68.0,84161250.0,73999.78281926819,1756053718998,Synapse54,1756053718998,Synapse54
993,94080 (South San Francisco),94080,83.8,83.8,43398706.14453125,45871.26946714617,1756053718998,Synapse54,1756053718998,Synapse54
994,94085 (Sunnyvale),94085,79.4,79.4,13416250.0,16841.43223119511,1756053718998,Synapse54,1756053718998,Synapse54
995,94086 (Sunnyvale),94086,71.6,71.6,18878750.0,24512.530566341276,1756053718998,Synapse54,1756053718998,Synapse54
996,94087 (Sunnyvale),94087,63.8,63.8,26666250.0,29131.96374757735,1756053718998,Synapse54,1756053718998,Synapse54
997,94089 (Sunnyvale),94089,76.2,76.2,50076250.0,35127.56246856355,1756053718998,Synapse54,1756053718998,Synapse54
998,94102 (San Francisco),94102,85.2,85.2,2761250.0,9109.855986528222,1756053718998,Synapse54,1756053718998,Synapse54
999,94103 (San Francisco),94103,83.6,83.6,5510000.0,13324.552729419247,1756053718998,Synapse54,1756053718998,Synapse54
1000,94104 (San Francisco),94104,71.8,71.8,305000.0,2682.7587961752465,1756053718998,Synapse54,1756053718998,Synapse54
1001,94105 (San Francisco),94105,71.2,71.2,1471250.0,6474.767645850027,1756053718998,Synapse54,1756053718998,Synapse54
1002,94107 (San Francisco),94107,75.1,75.1,7565000.0,24031.924013578373,1756053718998,Synapse54,1756053718998,Synapse54
1003,94108 (San Francisco),94108,65.0,65.0,1146250.0,5405.1537816559785,1756053718998,Synapse54,1756053718998,Synapse54
1004,94109 (San Francisco),94109,74.8,74.8,4333750.0,11634.999666122127,1756053718998,Synapse54,1756053718998,Synapse54
1005,94110 (San Francisco),94110,85.9,85.9,9857500.0,15628.126702285164,1756053718998,Synapse54,1756053718998,Synapse54
1006,94111 (San Francisco),94111,67.6,67.6,2062727.2734375,22413.866350981203,1756053718998,Synapse54,1756053718998,Synapse54
1007,94112 (San Francisco),94112,79.7,79.7,13590000.0,21832.602696239253,1756053718998,Synapse54,1756053718998,Synapse54
1008,94114 (San Francisco),94114,65.3,65.3,6161250.0,15544.959820477563,1756053718998,Synapse54,1756053718998,Synapse54
1009,94115 (San Francisco),94115,73.5,73.5,4572500.0,9265.074333732065,1756053718998,Synapse54,1756053718998,Synapse54
1010,94116 (San Francisco),94116,64.3,64.3,10858750.0,16662.74154910214,1756053718998,Synapse54,1756053718998,Synapse54
1011,94117 (San Francisco),94117,69.3,69.3,5152500.0,12601.323787110568,1756053718998,Synapse54,1756053718998,Synapse54
1012,94118 (San Francisco),94118,70.9,70.9,7762500.0,16824.404157658624,1756053718998,Synapse54,1756053718998,Synapse54
1013,94121 (San Francisco),94121,69.3,69.3,9025000.0,13021.337032417197,1756053718998,Synapse54,1756053718998,Synapse54
1014,94122 (San Francisco),94122,68.5,68.5,16320000.0,24974.554920782804,1756053718998,Synapse54,1756053718998,Synapse54
1015,94123 (San Francisco),94123,55.2,55.2,4727500.0,13879.212032322419,1756053718998,Synapse54,1756053718998,Synapse54
1016,94124 (San Francisco),94124,85.9,85.9,20017091.4453125,39052.02420839806,1756053718998,Synapse54,1756053718998,Synapse54
1017,94127 (San Francisco),94127,71.4,71.4,7028750.0,13072.294259639708,1756053718998,Synapse54,1756053718998,Synapse54
1018,94128 (San Francisco),94128,73.1,73.1,13381250.0,20637.428876719056,1756053718998,Synapse54,1756053718998,Synapse54
1019,94129 (San Francisco),94129,65.9,65.9,9775000.0,13830.280271361209,1756053718998,Synapse54,1756053718998,Synapse54
1020,94130 (San Francisco),94130,88.4,88.4,3673333.33203125,12686.89098283168,1756053718998,Synapse54,1756053718998,Synapse54
1021,94131 (San Francisco),94131,74.0,74.0,8381250.0,23160.47025107543,1756053718998,Synapse54,1756053718998,Synapse54
1022,94132 (San Francisco),94132,77.1,77.1,17235000.0,23894.328017824708,1756053718998,Synapse54,1756053718998,Synapse54
1023,94133 (San Francisco),94133,65.7,65.7,3068750.0,14406.337906003295,1756053718998,Synapse54,1756053718998,Synapse54
1024,94134 (San Francisco),94134,74.9,74.9,10798750.0,18797.746947913987,1756053718998,Synapse54,1756053718998,Synapse54
1025,94143 (San Francisco),94143,72.8,72.8,546250.0,4175.966948715504,1756053718998,Synapse54,1756053718998,Synapse54
1026,94158 (San Francisco),94158,75.5,75.5,2278750.0,8444.38250190104,1756053718998,Synapse54,1756053718998,Synapse54
1027,94301 (Palo Alto),94301,65.8,65.8,10070000.0,17733.755919930725,1756053718998,Synapse54,1756053718998,Synapse54
1028,94303 (Palo Alto),94303,89.0,89.0,34772500.0,45343.677534591654,1756053718998,Synapse54,1756053718998,Synapse54
1029,94304 (Palo Alto),94304,70.0,70.0,29900000.0,52473.42079752278,1756053718998,Synapse54,1756053718998,Synapse54
1030,94305 (Stanford),94305,72.9,72.9,10593750.0,16594.313518268584,1756053718998,Synapse54,1756053718998,Synapse54
1031,94306 (Palo Alto),94306,70.4,70.4,15288750.0,30759.596853640993,1756053718998,Synapse54,1756053718998,Synapse54
1032,94401 (San Mateo),94401,87.7,87.7,12121250.0,25041.250276575305,1756053718998,Synapse54,1756053718998,Synapse54
1033,94402 (San Mateo),94402,75.9,75.9,20618750.0,48281.23266605544,1756053718998,Synapse54,1756053718998,Synapse54
1034,94403 (San Mateo),94403,80.9,80.9,22763750.0,30347.477581343268,1756053718998,Synapse54,1756053718998,Synapse54
1035,94404 (San Mateo),94404,63.2,63.2,19673750.0,26092.0168860673,1756053718998,Synapse54,1756053718998,Synapse54
1036,94501 (Alameda),94501,77.7,77.7,33223750.0,45897.36098807361,1756053718998,Synapse54,1756053718998,Synapse54
1037,94502 (Alameda),94502,67.7,67.7,10325000.0,12952.632809227778,1756053718998,Synapse54,1756053718998,Synapse54
1038,94503 (American Canyon),94503,85.9,85.9,124540000.0,75535.08299591177,1756053718998,Synapse54,1756053718998,Synapse54
1039,94505 (Discovery Bay),94505,71.6,71.6,98662500.0,70009.43511068175,1756053718998,Synapse54,1756053718998,Synapse54
1040,94506 (Danville),94506,68.1,68.1,83872500.0,54623.21808259348,1756053718998,Synapse54,1756053718998,Synapse54
1041,94507 (Alamo),94507,53.9,53.9,58488750.0,58984.650742907914,1756053718998,Synapse54,1756053718998,Synapse54
1042,94508 (Angwin),94508,80.3,80.3,163121250.0,76302.27918999073,1756053718998,Synapse54,1756053718998,Synapse54
1043,94509 (Antioch),94509,89.3,89.3,78830454.546875,57295.87840356891,1756053718998,Synapse54,1756053718998,Synapse54
1044,94510 (Benicia),94510,73.5,73.5,129121250.0,71551.31632330282,1756053718998,Synapse54,1756053718998,Synapse54
1045,94511 (Bethel Island),94511,70.9,70.9,23148750.0,23103.434001915608,1756053718998,Synapse54,1756053718998,Synapse54
1046,94512 (Birds Landing),94512,70.2,70.2,93425000.0,77981.32216535682,1756053718998,Synapse54,1756053718998,Synapse54
1047,94513 (Brentwood),94513,83.8,83.8,452421250.0,200360.04086734258,1756053718998,Synapse54,1756053718998,Synapse54
1048,94514 (Byron),94514,83.5,83.5,227750000.0,97272.6645178555,1756053718998,Synapse54,1756053718998,Synapse54
1049,94515 (Calistoga),94515,82.4,82.4,323178750.0,143341.32931914175,1756053718998,Synapse54,1756053718998,Synapse54
1050,94517 (Clayton),94517,63.0,63.0,216805000.0,103245.23713484913,1756053718998,Synapse54,1756053718998,Synapse54
1051,94518 (Concord),94518,82.5,82.5,22850000.0,24183.7764138925,1756053718998,Synapse54,1756053718998,Synapse54
1052,94519 (Concord),94519,83.4,83.4,24902500.0,27429.17656712045,1756053718998,Synapse54,1756053718998,Synapse54
1053,94520 (Concord),94520,88.0,88.0,72727500.0,77515.18352807945,1756053718998,Synapse54,1756053718998,Synapse54
1054,94521 (Concord),94521,79.2,79.2,79827500.0,62249.8966933039,1756053718998,Synapse54,1756053718998,Synapse54
1055,94523 (Pleasant Hill),94523,72.1,72.1,29513750.0,34247.5672135338,1756053718998,Synapse54,1756053718998,Synapse54
1056,94525 (Crockett),94525,76.4,76.4,9226250.0,18143.109706388044,1756053718998,Synapse54,1756053718998,Synapse54
1057,94526 (Danville),94526,59.3,59.3,59760000.0,42613.23830043105,1756053718998,Synapse54,1756053718998,Synapse54
1058,94528 (Diablo),94528,53.0,53.0,3393750.0,9049.681385657617,1756053718998,Synapse54,1756053718998,Synapse54
1059,94530 (El Cerrito),94530,76.9,76.9,25327500.0,34656.69796137083,1756053718998,Synapse54,1756053718998,Synapse54
1060,94531 (Antioch),94531,88.6,88.6,67372500.0,44051.98156420479,1756053718998,Synapse54,1756053718998,Synapse54
1061,94533 (Fairfield),94533,89.8,89.8,88748750.0,60520.489407932844,1756053718998,Synapse54,1756053718998,Synapse54
1062,94534 (Fairfield),94534,83.4,83.4,330147500.0,117068.20281088044,1756053718998,Synapse54,1756053718998,Synapse54
1063,94535 (Travis AFB),94535,79.6,79.6,47272500.0,38510.1698250734,1756053718998,Synapse54,1756053718998,Synapse54
1064,94536 (Fremont),94536,72.0,72.0,56026250.0,41812.04451712446,1756053718998,Synapse54,1756053718998,Synapse54
1065,94538 (Fremont),94538,67.7,67.7,98643750.0,83332.44191948466,1756053718998,Synapse54,1756053718998,Synapse54
1066,94539 (Fremont),94539,35.1,35.1,120907500.0,64986.041966313496,1756053718998,Synapse54,1756053718998,Synapse54
1067,94541 (Hayward),94541,89.4,89.4,29441250.0,40724.66619939474,1756053718998,Synapse54,1756053718998,Synapse54
1068,94542 (Hayward),94542,87.0,87.0,33818750.0,38568.41380096132,1756053718998,Synapse54,1756053718998,Synapse54
1069,94544 (Hayward),94544,88.2,88.2,43895000.0,41626.30671690496,1756053718998,Synapse54,1756053718998,Synapse54
1070,94545 (Hayward),94545,83.8,83.8,52977500.0,41240.47750400677,1756053718998,Synapse54,1756053718998,Synapse54
1071,94546 (Castro Valley),94546,82.4,82.4,109913750.0,72092.96292733341,1756053718998,Synapse54,1756053718998,Synapse54
1072,94547 (Hercules),94547,76.5,76.5,23832500.0,27999.3176453074,1756053718998,Synapse54,1756053718998,Synapse54
1073,94548 (Knightsen),94548,86.1,86.1,8026250.0,14552.270924523698,1756053718998,Synapse54,1756053718998,Synapse54
1074,94549 (Lafayette),94549,60.0,60.0,102207500.0,82956.85790705725,1756053718998,Synapse54,1756053718998,Synapse54
1075,94550 (Livermore),94550,73.5,73.5,1517797500.0,280156.5361327819,1756053718998,Synapse54,1756053718998,Synapse54
1076,94551 (Livermore),94551,80.9,80.9,258698750.0,123869.73525311281,1756053718998,Synapse54,1756053718998,Synapse54
1077,94552 (Castro Valley),94552,70.7,70.7,165676250.0,108655.32071849037,1756053718998,Synapse54,1756053718998,Synapse54
1078,94553 (Martinez),94553,76.1,76.1,277413750.0,128636.90259753514,1756053718998,Synapse54,1756053718998,Synapse54
1079,94555 (Fremont),94555,46.9,46.9,62882500.0,49389.62786027614,1756053718998,Synapse54,1756053718998,Synapse54
1080,94556 (Moraga),94556,67.3,67.3,68521250.0,49854.84484826133,1756053718998,Synapse54,1756053718998,Synapse54
1081,94558 (Napa),94558,79.3,79.3,1937146250.0,421641.105138286,1756053718998,Synapse54,1756053718998,Synapse54
1082,94559 (Napa),94559,81.8,81.8,172632500.0,166705.70738313522,1756053718998,Synapse54,1756053718998,Synapse54
1083,94560 (Newark),94560,82.2,82.2,63392500.0,48927.74163025888,1756053718998,Synapse54,1756053718998,Synapse54
1084,94561 (Oakley),94561,86.9,86.9,195113750.0,150769.05033664414,1756053718998,Synapse54,1756053718998,Synapse54
1085,94563 (Orinda),94563,61.4,61.4,96726250.0,70563.8800666849,1756053718998,Synapse54,1756053718998,Synapse54
1086,94564 (Pinole),94564,86.9,86.9,19155000.0,29109.45035950881,1756053718998,Synapse54,1756053718998,Synapse54
1087,94565 (Pittsburg),94565,89.4,89.4,130761250.0,93845.4621352079,1756053718998,Synapse54,1756053718998,Synapse54
1088,94566 (Pleasanton),94566,71.5,71.5,82125000.0,52462.12999255954,1756053718998,Synapse54,1756053718998,Synapse54
1089,94567 (Pope Valley),94567,73.1,73.1,274863750.0,134973.71548620862,1756053718998,Synapse54,1756053718998,Synapse54
1090,94568 (Dublin),94568,68.1,68.1,63961250.0,52027.26105351518,1756053718998,Synapse54,1756053718998,Synapse54
1091,94569 (Port Costa),94569,63.0,63.0,3048750.0,12286.153032991388,1756053718998,Synapse54,1756053718998,Synapse54
1092,94571 (Rio Vista),94571,74.8,74.8,632315000.0,321947.29243990796,1756053718998,Synapse54,1756053718998,Synapse54
1093,94572 (Rodeo),94572,88.3,88.3,24536250.0,37490.71974235037,1756053718998,Synapse54,1756053718998,Synapse54
1094,94574 (Saint Helena),94574,76.8,76.8,468221250.0,171162.42186559743,1756053718998,Synapse54,1756053718998,Synapse54
1095,94576 (Deer Park),94576,67.8,67.8,1855000.0,7306.775127103442,1756053718998,Synapse54,1756053718998,Synapse54
1096,94577 (San Leandro),94577,87.5,87.5,33633750.0,47351.805246488824,1756053718998,Synapse54,1756053718998,Synapse54
1097,94578 (San Leandro),94578,88.7,88.7,18630000.0,31737.404401657503,1756053718998,Synapse54,1756053718998,Synapse54
1098,94579 (San Leandro),94579,75.7,75.7,12756250.0,20836.19165147672,1756053718998,Synapse54,1756053718998,Synapse54
1099,94580 (San Lorenzo),94580,87.3,87.3,15811250.0,25518.82904526322,1756053718998,Synapse54,1756053718998,Synapse54
1100,94582 (San Ramon),94582,56.2,56.2,55937500.0,41907.07492045735,1756053718998,Synapse54,1756053718998,Synapse54
1101,94583 (San Ramon),94583,71.4,71.4,81556250.0,59079.98134364346,1756053718998,Synapse54,1756053718998,Synapse54
1102,94585 (Suisun City),94585,89.0,89.0,510965305.55859375,242025.31211516814,1756053718998,Synapse54,1756053718998,Synapse54
1103,94586 (Sunol),94586,64.7,64.7,125316284.3515625,104166.61832235333,1756053718998,Synapse54,1756053718998,Synapse54
1104,94587 (Union City),94587,72.6,72.6,120675000.0,84807.25553269766,1756053718998,Synapse54,1756053718998,Synapse54
1105,94588 (Pleasanton),94588,67.1,67.1,143487500.0,118002.82864016097,1756053718998,Synapse54,1756053718998,Synapse54
1106,94589 (Vallejo),94589,88.9,88.9,26541250.0,28493.692983118275,1756053718998,Synapse54,1756053718998,Synapse54
1107,94590 (Vallejo),94590,89.1,89.1,23975000.0,27636.250076528584,1756053718998,Synapse54,1756053718998,Synapse54
1108,94591 (Vallejo),94591,86.4,86.4,79251250.0,45433.420995042936,1756053718998,Synapse54,1756053718998,Synapse54
1109,94592 (Vallejo),94592,83.3,83.3,61920523.51171875,73097.44810396901,1756053718998,Synapse54,1756053718998,Synapse54
1110,94595 (Walnut Creek),94595,54.1,54.1,22480000.0,26950.408426221205,1756053718998,Synapse54,1756053718998,Synapse54
1111,94596 (Walnut Creek),94596,69.0,69.0,25051250.0,33982.59735489762,1756053718998,Synapse54,1756053718998,Synapse54
1112,94597 (Walnut Creek),94597,73.3,73.3,16920000.0,33184.06955866011,1756053718998,Synapse54,1756053718998,Synapse54
1113,94598 (Walnut Creek),94598,65.9,65.9,68020000.0,62935.155299501326,1756053718998,Synapse54,1756053718998,Synapse54
1114,94599 (Yountville),94599,47.8,47.8,20081250.0,29213.175655731728,1756053718998,Synapse54,1756053718998,Synapse54
1115,94601 (Oakland),94601,88.5,88.5,14013750.0,18292.234105845,1756053718998,Synapse54,1756053718998,Synapse54
1116,94602 (Oakland),94602,83.3,83.3,13687500.0,21715.632654259956,1756053718998,Synapse54,1756053718998,Synapse54
1117,94603 (Oakland),94603,84.9,84.9,11632500.0,21938.186614561175,1756053718998,Synapse54,1756053718998,Synapse54
1118,94605 (Oakland),94605,86.7,86.7,36355000.0,35583.37802008375,1756053718998,Synapse54,1756053718998,Synapse54
1119,94606 (Oakland),94606,84.2,84.2,9732500.0,19451.007566242974,1756053718998,Synapse54,1756053718998,Synapse54
1120,94607 (Oakland),94607,84.3,84.3,24855117.890625,39917.99625955815,1756053718998,Synapse54,1756053718998,Synapse54
1121,94608 (Emeryville),94608,82.8,82.8,11511250.0,22444.747424060195,1756053718998,Synapse54,1756053718998,Synapse54
1122,94609 (Oakland),94609,80.0,80.0,7136250.0,15866.673011999863,1756053718998,Synapse54,1756053718998,Synapse54
1123,94610 (Oakland),94610,76.2,76.2,8598750.0,20693.359566266015,1756053718998,Synapse54,1756053718998,Synapse54
1124,94611 (Oakland),94611,69.6,69.6,30817500.0,45236.83710646946,1756053718998,Synapse54,1756053718998,Synapse54
1125,94612 (Oakland),94612,81.6,81.6,4616250.0,12361.475954429336,1756053718998,Synapse54,1756053718998,Synapse54
1126,94613 (Oakland),94613,83.6,83.6,967500.0,4452.356533893064,1756053718998,Synapse54,1756053718998,Synapse54
1127,94618 (Oakland),94618,65.5,65.5,9620000.0,23654.075666672474,1756053718998,Synapse54,1756053718998,Synapse54
1128,94619 (Oakland),94619,86.2,86.2,21562500.0,37835.56441738648,1756053718998,Synapse54,1756053718998,Synapse54
1129,94621 (Oakland),94621,84.2,84.2,34835000.0,52863.72062624585,1756053718998,Synapse54,1756053718998,Synapse54
1130,94702 (Berkeley),94702,79.3,79.3,5020000.0,13437.958751817017,1756053718998,Synapse54,1756053718998,Synapse54
1131,94703 (Berkeley),94703,77.6,77.6,5652500.0,13794.96488595822,1756053718998,Synapse54,1756053718998,Synapse54
1132,94704 (Berkeley),94704,78.8,78.8,3840000.0,13503.34078087202,1756053718998,Synapse54,1756053718998,Synapse54
1133,94705 (Berkeley),94705,64.9,64.9,8220000.0,18302.166898271716,1756053718998,Synapse54,1756053718998,Synapse54
1134,94706 (Albany),94706,75.4,75.4,5602500.0,13115.135422606996,1756053718998,Synapse54,1756053718998,Synapse54
1135,94707 (Berkeley),94707,58.1,58.1,7197500.0,17721.683214163495,1756053718998,Synapse54,1756053718998,Synapse54
1136,94708 (Berkeley),94708,58.6,58.6,14206250.0,22314.74133046927,1756053718998,Synapse54,1756053718998,Synapse54
1137,94709 (Berkeley),94709,73.2,73.2,2322500.0,7755.314013798554,1756053718998,Synapse54,1756053718998,Synapse54
1138,94710 (Berkeley),94710,85.4,85.4,11531250.0,32721.37850392663,1756053718998,Synapse54,1756053718998,Synapse54
1139,94720 (Berkeley),94720,75.5,75.5,8498750.0,19443.50128908607,1756053718998,Synapse54,1756053718998,Synapse54
1140,94801 (Richmond),94801,82.5,82.5,45917590.92578125,87926.58203851744,1756053718998,Synapse54,1756053718998,Synapse54
1141,94803 (El Sobrante),94803,87.2,87.2,49081250.0,43593.22765069962,1756053718998,Synapse54,1756053718998,Synapse54
1142,94804 (Richmond),94804,89.4,89.4,27793750.0,54944.03623359114,1756053718998,Synapse54,1756053718998,Synapse54
1143,94805 (Richmond),94805,88.7,88.7,8031250.0,20391.495829631698,1756053718998,Synapse54,1756053718998,Synapse54
1144,94806 (San Pablo),94806,88.4,88.4,33083750.0,34322.14157166653,1756053718998,Synapse54,1756053718998,Synapse54
1145,94901 (San Rafael),94901,83.7,83.7,49815000.0,48898.54968617385,1756053718998,Synapse54,1756053718998,Synapse54
1146,94903 (San Rafael),94903,71.8,71.8,88835000.0,63129.660862302204,1756053718998,Synapse54,1756053718998,Synapse54
1147,94904 (Greenbrae),94904,57.5,57.5,19055000.0,44595.72362867564,1756053718998,Synapse54,1756053718998,Synapse54
1148,94920 (Belvedere Tiburon),94920,46.6,46.6,27418750.0,46376.53023785195,1756053718998,Synapse54,1756053718998,Synapse54
1149,94922 (Bodega),94922,69.4,69.4,31787500.0,26930.08493569102,1756053718998,Synapse54,1756053718998,Synapse54
1150,94923 (Bodega Bay),94923,58.2,58.2,78140000.0,77031.63563540217,1756053718998,Synapse54,1756053718998,Synapse54
