OBJECTID,DESCRIPTION,ID,MEDAGE_FY,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
937,95354 (Modesto),95354,37.7,37.7,32158750.0,32969.09716078272,1756054284498,Synapse54,1756054284498,Synapse54
938,95461 (Middletown),95461,47.7,47.7,597188750.0,197449.18676407545,1756054284498,Synapse54,1756054284498,Synapse54
939,95355 (Modesto),95355,39.5,39.5,36360000.0,27658.740402901756,1756054284498,Synapse54,1756054284498,Synapse54
940,95356 (Modesto),95356,41.5,41.5,93733750.0,61274.66264995294,1756054284498,Synapse54,1756054284498,Synapse54
941,95462 (Monte Rio),95462,57.5,57.5,28402500.0,34561.08368943243,1756054284498,Synapse54,1756054284498,Synapse54
942,95357 (Modesto),95357,39.2,39.2,147430000.0,107919.11868253128,1756054284498,Synapse54,1756054284498,Synapse54
943,95463 (Navarro),95463,47.6,47.6,20531250.0,21167.2580314138,1756054284498,Synapse54,1756054284498,Synapse54
944,95358 (Modesto),95358,35.2,35.2,501491250.0,153233.5291002393,1756054284498,Synapse54,1756054284498,Synapse54
945,95464 (Nice),95464,49.2,49.2,64077500.0,44394.307334129066,1756054284498,Synapse54,1756054284498,Synapse54
946,95360 (Newman),95360,34.1,34.1,972636250.0,251353.8797077702,1756054284498,Synapse54,1756054284498,Synapse54
947,95465 (Occidental),95465,56.5,56.5,205225000.0,89167.64272579616,1756054284498,Synapse54,1756054284498,Synapse54
948,95361 (Oakdale),95361,40.2,40.2,818877500.0,162144.5611917792,1756054284498,Synapse54,1756054284498,Synapse54
949,95466 (Philo),95466,46.7,46.7,483704750.0,195861.17274715897,1756054284498,Synapse54,1756054284498,Synapse54
950,95363 (Patterson),95363,35.5,35.5,1408142500.0,233870.8453199167,1756054284498,Synapse54,1756054284498,Synapse54
951,95467 (Hidden Valley Lake),95467,45.0,45.0,29168750.0,30103.881372080807,1756054284498,Synapse54,1756054284498,Synapse54
952,95364 (Pinecrest),95364,57.0,57.0,790197500.0,265969.57920646085,1756054284498,Synapse54,1756054284498,Synapse54
953,95468 (Point Arena),95468,51.8,51.8,476977500.0,201027.1747654612,1756054284498,Synapse54,1756054284498,Synapse54
954,95365 (Planada),95365,33.1,33.1,3888750.0,10094.73491558075,1756054284498,Synapse54,1756054284498,Synapse54
955,95366 (Ripon),95366,39.8,39.8,145853750.0,87647.60525797968,1756054284498,Synapse54,1756054284498,Synapse54
956,95367 (Riverbank),95367,36.4,36.4,22475000.0,33198.293232520155,1756054284498,Synapse54,1756054284498,Synapse54
957,95469 (Potter Valley),95469,44.8,44.8,842882500.0,198334.10631272977,1756054284498,Synapse54,1756054284498,Synapse54
958,95368 (Salida),95368,36.1,36.1,11762500.0,19047.230040618295,1756054284498,Synapse54,1756054284498,Synapse54
959,95369 (Snelling),95369,43.5,43.5,778950000.0,248465.2374915599,1756054284498,Synapse54,1756054284498,Synapse54
960,95470 (Redwood Valley),95470,45.3,45.3,469211250.0,246210.79712801005,1756054284498,Synapse54,1756054284498,Synapse54
961,95370 (Sonora),95370,50.3,50.3,436835000.0,188658.0728563832,1756054284498,Synapse54,1756054284498,Synapse54
962,95372 (Soulsbyville),95372,45.7,45.7,12415000.0,26436.282344203886,1756054284498,Synapse54,1756054284498,Synapse54
963,95471 (Rio Nido),95471,55.1,55.1,4172500.0,10267.663229527312,1756054284498,Synapse54,1756054284498,Synapse54
964,95374 (Stevinson),95374,34.6,34.6,155723950.63671875,92218.59859096915,1756054284498,Synapse54,1756054284498,Synapse54
965,95472 (Sebastopol),95472,53.0,53.0,322607500.0,148248.71737101968,1756054284498,Synapse54,1756054284498,Synapse54
966,95376 (Tracy),95376,37.8,37.8,33533750.0,27036.864209897405,1756054284498,Synapse54,1756054284498,Synapse54
967,95476 (Sonoma),95476,50.2,50.2,456481250.0,133276.9942518208,1756054284498,Synapse54,1756054284498,Synapse54
968,95377 (Tracy),95377,37.2,37.2,610215000.0,144985.71465886282,1756054284498,Synapse54,1756054284498,Synapse54
969,95379 (Tuolumne),95379,44.6,44.6,119283750.0,90658.76240317182,1756054284498,Synapse54,1756054284498,Synapse54
970,95482 (Ukiah),95482,40.7,40.7,1287255250.0,301132.1799386687,1756054284498,Synapse54,1756054284498,Synapse54
971,95380 (Turlock),95380,35.8,35.8,318286250.0,119296.0371622444,1756054284498,Synapse54,1756054284498,Synapse54
972,95382 (Turlock),95382,38.5,38.5,47323750.0,42274.22099013588,1756054284498,Synapse54,1756054284498,Synapse54
973,95383 (Twain Harte),95383,54.6,54.6,99875000.0,91189.54300905287,1756054284498,Synapse54,1756054284498,Synapse54
974,95485 (Upper Lake),95485,43.9,43.9,411906250.0,157469.28985309092,1756054284498,Synapse54,1756054284498,Synapse54
975,95385 (Vernalis),95385,34.7,34.7,51766250.0,32203.764641515307,1756054284498,Synapse54,1756054284498,Synapse54
976,95488 (Westport),95488,50.4,50.4,492977500.0,162659.04010173542,1756054284498,Synapse54,1756054284498,Synapse54
977,95386 (Waterford),95386,35.1,35.1,467080000.0,129724.8075722832,1756054284498,Synapse54,1756054284498,Synapse54
978,95387 (Westley),95387,30.9,30.9,6932500.0,11959.50389309459,1756054284498,Synapse54,1756054284498,Synapse54
979,95490 (Willits),95490,44.5,44.5,1748575345.7421875,308195.1763647259,1756054284498,Synapse54,1756054284498,Synapse54
980,95388 (Winton),95388,32.2,32.2,238825015.5390625,144842.3031459269,1756054284498,Synapse54,1756054284498,Synapse54
981,95389 (Yosemite National Park),95389,39.5,39.5,1563478750.0,376007.73496313114,1756054284498,Synapse54,1756054284498,Synapse54
982,95492 (Windsor),95492,44.4,44.4,89867500.0,89068.70382388223,1756054284498,Synapse54,1756054284498,Synapse54
983,95391 (Tracy),95391,35.7,35.7,63337500.0,49712.38092615394,1756054284498,Synapse54,1756054284498,Synapse54
984,95493 (Witter Springs),95493,50.4,50.4,11202500.0,26863.80098370848,1756054284498,Synapse54,1756054284498,Synapse54
985,95401 (Santa Rosa),95401,40.9,40.9,94040000.0,68533.69770453787,1756054284498,Synapse54,1756054284498,Synapse54
986,95494 (Yorkville),95494,49.7,49.7,173701250.0,96423.44826981018,1756054284498,Synapse54,1756054284498,Synapse54
987,95403 (Santa Rosa),95403,41.7,41.7,89647500.0,90835.07975999168,1756054284498,Synapse54,1756054284498,Synapse54
988,95404 (Santa Rosa),95404,44.6,44.6,337346250.0,183604.44732701423,1756054284498,Synapse54,1756054284498,Synapse54
989,95497 (The Sea Ranch),95497,68.3,68.3,48698750.0,51865.55744497181,1756054284498,Synapse54,1756054284498,Synapse54
990,95501 (Eureka),95501,40.7,40.7,29962500.0,57129.70032731054,1756054284498,Synapse54,1756054284498,Synapse54
991,95405 (Santa Rosa),95405,46.9,46.9,21967500.0,29334.346735747473,1756054284498,Synapse54,1756054284498,Synapse54
992,95503 (Eureka),95503,43.8,43.8,499262500.0,164909.84394763623,1756054284498,Synapse54,1756054284498,Synapse54
993,95407 (Santa Rosa),95407,36.9,36.9,90637500.0,57080.870345108284,1756054284498,Synapse54,1756054284498,Synapse54
994,95409 (Santa Rosa),95409,54.5,54.5,159227500.0,92862.86681030248,1756054284498,Synapse54,1756054284498,Synapse54
995,95511 (Alderpoint),95511,46.2,46.2,286802500.0,119327.44126279792,1756054284498,Synapse54,1756054284498,Synapse54
996,95410 (Albion),95410,63.8,63.8,178885000.0,76176.40291828418,1756054284498,Synapse54,1756054284498,Synapse54
997,95514 (Blocksburg),95514,49.5,49.5,421093750.0,133790.61984369808,1756054284498,Synapse54,1756054284498,Synapse54
998,95412 (Annapolis),95412,55.6,55.6,188637109.375,100518.30845784968,1756054284498,Synapse54,1756054284498,Synapse54
999,95519 (McKinleyville),95519,44.0,44.0,274192500.0,84919.86550028429,1756054284498,Synapse54,1756054284498,Synapse54
1000,95521 (Arcata),95521,32.6,32.6,263121250.0,153334.2701414802,1756054284498,Synapse54,1756054284498,Synapse54
1001,95524 (Bayside),95524,48.9,48.9,57000000.0,53947.39248776813,1756054284498,Synapse54,1756054284498,Synapse54
1002,95525 (Blue Lake),95525,48.8,48.8,850510000.0,208127.23444070725,1756054284498,Synapse54,1756054284498,Synapse54
1003,95526 (Bridgeville),95526,50.9,50.9,1300142500.0,261204.40968165276,1756054284498,Synapse54,1756054284498,Synapse54
1004,95527 (Burnt Ranch),95527,55.9,55.9,578463750.0,155708.8428401851,1756054284498,Synapse54,1756054284498,Synapse54
1005,95528 (Carlotta),95528,47.4,47.4,367747500.0,122306.01652211593,1756054284498,Synapse54,1756054284498,Synapse54
1006,95531 (Crescent City),95531,41.5,41.5,1192545392.8515625,315370.1210162218,1756054284498,Synapse54,1756054284498,Synapse54
1007,95536 (Ferndale),95536,46.0,46.0,1089777500.0,198140.50910460987,1756054284498,Synapse54,1756054284498,Synapse54
1008,95540 (Fortuna),95540,42.0,42.0,199806250.0,95029.70755387848,1756054284498,Synapse54,1756054284498,Synapse54
1009,95542 (Garberville),95542,46.6,46.6,1441873750.0,435421.56455214607,1756054284498,Synapse54,1756054284498,Synapse54
1010,95543 (Gasquet),95543,61.0,61.0,1363453750.0,210827.18536903785,1756054284498,Synapse54,1756054284498,Synapse54
1011,95546 (Hoopa),95546,34.9,34.9,1703351250.0,272334.9850736303,1756054284498,Synapse54,1756054284498,Synapse54
1012,95547 (Hydesville),95547,42.7,42.7,26138750.0,21398.952346800455,1756054284498,Synapse54,1756054284498,Synapse54
1013,95548 (Klamath),95548,44.3,44.3,645711250.0,178263.1992829036,1756054284498,Synapse54,1756054284498,Synapse54
1014,95549 (Kneeland),95549,46.5,46.5,843981250.0,239462.531377506,1756054284498,Synapse54,1756054284498,Synapse54
1015,95550 (Korbel),95550,46.7,46.7,857735000.0,227516.01729778392,1756054284498,Synapse54,1756054284498,Synapse54
1016,95551 (Loleta),95551,42.2,42.2,126685811.96484375,102048.56932705181,1756054284498,Synapse54,1756054284498,Synapse54
1017,95552 (Mad River),95552,60.4,60.4,195810000.0,99691.82987825625,1756054284498,Synapse54,1756054284498,Synapse54
1018,95553 (Miranda),95553,45.6,45.6,65276250.0,50873.990281702245,1756054284498,Synapse54,1756054284498,Synapse54
1019,95554 (Myers Flat),95554,46.2,46.2,950241250.0,356745.39781814214,1756054284498,Synapse54,1756054284498,Synapse54
1020,93602 (Auberry),93602,49.4,49.4,372420000.0,132776.85010877837,1756054284498,Synapse54,1756054284498,Synapse54
1021,93603 (Badger),93603,42.2,42.2,118912500.0,97049.57784977186,1756054284498,Synapse54,1756054284498,Synapse54
1022,93604 (Bass Lake),93604,57.7,57.7,23500000.0,35577.66568122268,1756054284498,Synapse54,1756054284498,Synapse54
1023,93606 (Biola),93606,29.1,29.1,2593750.0,7108.307627037011,1756054284498,Synapse54,1756054284498,Synapse54
1024,93608 (Cantua Creek),93608,29.6,29.6,478897500.0,114394.28979936735,1756054284498,Synapse54,1756054284498,Synapse54
1025,93609 (Caruthers),93609,32.4,32.4,241541250.0,79566.08785831252,1756054284498,Synapse54,1756054284498,Synapse54
1026,93610 (Chowchilla),93610,37.0,37.0,1045001250.0,216660.03973399368,1756054284498,Synapse54,1756054284498,Synapse54
1027,93611 (Clovis),93611,39.9,39.9,42878750.0,47933.50344364778,1756054284498,Synapse54,1756054284498,Synapse54
1028,93612 (Clovis),93612,36.2,36.2,27338750.0,34503.37863181957,1756054284498,Synapse54,1756054284498,Synapse54
1029,93614 (Coarsegold),93614,51.4,51.4,569362437.5,199468.61740305426,1756054284498,Synapse54,1756054284498,Synapse54
1030,93615 (Cutler),93615,29.8,29.8,61432500.0,43144.198863251426,1756054284498,Synapse54,1756054284498,Synapse54
1031,93616 (Del Rey),93616,35.7,35.7,53928750.0,42516.20582562826,1756054284498,Synapse54,1756054284498,Synapse54
1032,93618 (Dinuba),93618,32.1,32.1,269097500.0,102197.98154504903,1756054284498,Synapse54,1756054284498,Synapse54
1033,93619 (Clovis),93619,38.2,38.2,748587500.0,194092.32730768184,1756054284498,Synapse54,1756054284498,Synapse54
1034,93620 (Dos Palos),93620,34.3,34.3,695457500.0,165710.74071628856,1756054284498,Synapse54,1756054284498,Synapse54
1035,93621 (Dunlap),93621,43.6,43.6,55725000.0,62414.793108866405,1756054284498,Synapse54,1756054284498,Synapse54
1036,93622 (Firebaugh),93622,32.1,32.1,1878002500.0,427028.8441735547,1756054284498,Synapse54,1756054284498,Synapse54
1037,93623 (Fish Camp),93623,52.5,52.5,149587500.0,72274.06887010609,1756054284498,Synapse54,1756054284498,Synapse54
1038,93624 (Five Points),93624,31.0,31.0,457813750.0,143995.37187534748,1756054284498,Synapse54,1756054284498,Synapse54
1039,93625 (Fowler),93625,37.3,37.3,99161250.0,59208.954147904566,1756054284498,Synapse54,1756054284498,Synapse54
1040,93626 (Friant),93626,47.1,47.1,424050000.0,144818.1657480191,1756054284498,Synapse54,1756054284498,Synapse54
1041,93627 (Helm),93627,29.7,29.7,174451250.0,61328.98773189852,1756054284498,Synapse54,1756054284498,Synapse54
1042,93628 (Hume),93628,39.2,39.2,22806250.0,22432.08334494645,1756054284498,Synapse54,1756054284498,Synapse54
1043,93630 (Kerman),93630,33.2,33.2,630955000.0,137129.96301622014,1756054284498,Synapse54,1756054284498,Synapse54
1044,93631 (Kingsburg),93631,38.1,38.1,290826250.0,127414.12222235455,1756054284498,Synapse54,1756054284498,Synapse54
1045,93633 (Kings Canyon National Pk),93633,43.1,43.1,2747113750.0,432087.78625044454,1756054284498,Synapse54,1756054284498,Synapse54
1046,93634 (Lakeshore),93634,52.5,52.5,288427500.0,93678.65020559738,1756054284498,Synapse54,1756054284498,Synapse54
1047,93635 (Los Banos),93635,33.1,33.1,2246182500.0,356523.6897694365,1756054284498,Synapse54,1756054284498,Synapse54
1048,93636 (Madera),93636,45.5,45.5,868101250.0,182971.94160204416,1756054284498,Synapse54,1756054284498,Synapse54
1049,93637 (Madera),93637,33.2,33.2,929867500.0,184979.8135691581,1756054284498,Synapse54,1756054284498,Synapse54
1050,93638 (Madera),93638,30.6,30.6,345925000.0,112476.19197872673,1756054284498,Synapse54,1756054284498,Synapse54
1051,93640 (Mendota),93640,29.2,29.2,1840838750.0,318013.21963958343,1756054284498,Synapse54,1756054284498,Synapse54
1052,93641 (Miramonte),93641,48.6,48.6,112430000.0,70754.39039428507,1756054284498,Synapse54,1756054284498,Synapse54
1053,93643 (North Fork),93643,52.6,52.6,789391250.0,213037.1188277554,1756054284498,Synapse54,1756054284498,Synapse54
1054,93644 (Oakhurst),93644,53.6,53.6,962563006.9921875,267350.47887293884,1756054284498,Synapse54,1756054284498,Synapse54
1055,93645 (O Neals),93645,49.6,49.6,163476250.0,102813.54751247233,1756054284498,Synapse54,1756054284498,Synapse54
1056,93646 (Orange Cove),93646,29.3,29.3,171871250.0,78166.54047640465,1756054284498,Synapse54,1756054284498,Synapse54
1057,93647 (Orosi),93647,31.8,31.8,279088750.0,96559.18150363595,1756054284498,Synapse54,1756054284498,Synapse54
1058,93648 (Parlier),93648,31.0,31.0,82266250.0,49019.79437700118,1756054284498,Synapse54,1756054284498,Synapse54
1059,93650 (Fresno),93650,32.5,32.5,2915000.0,10750.947745815918,1756054284498,Synapse54,1756054284498,Synapse54
1060,93651 (Prather),93651,46.1,46.1,78617500.0,56014.04673162482,1756054284498,Synapse54,1756054284498,Synapse54
1061,93652 (Raisin City),93652,31.7,31.7,8075000.0,14050.4166377355,1756054284498,Synapse54,1756054284498,Synapse54
1062,93653 (Raymond),93653,52.3,52.3,1122685000.0,217338.02920773695,1756054284498,Synapse54,1756054284498,Synapse54
1063,93654 (Reedley),93654,35.0,35.0,458942500.0,156831.15084691523,1756054284498,Synapse54,1756054284498,Synapse54
1064,93656 (Riverdale),93656,32.4,32.4,440267500.0,128460.56323797608,1756054284498,Synapse54,1756054284498,Synapse54
1065,93657 (Sanger),93657,35.7,35.7,1005633750.0,288832.22598600516,1756054284498,Synapse54,1756054284498,Synapse54
1066,93660 (San Joaquin),93660,29.0,29.0,211202500.0,79570.68801285257,1756054284498,Synapse54,1756054284498,Synapse54
1067,93662 (Selma),93662,34.2,34.2,295055000.0,102480.55768092867,1756054284498,Synapse54,1756054284498,Synapse54
1068,93664 (Shaver Lake),93664,58.5,58.5,3415976250.0,403337.8361643772,1756054284498,Synapse54,1756054284498,Synapse54
1069,93666 (Sultana),93666,32.6,32.6,1196250.0,5627.510002852006,1756054284498,Synapse54,1756054284498,Synapse54
1070,93667 (Tollhouse),93667,47.6,47.6,260371250.0,99840.66462098656,1756054284498,Synapse54,1756054284498,Synapse54
1071,93668 (Tranquillity),93668,33.0,33.0,298466250.0,77341.96806112055,1756054284498,Synapse54,1756054284498,Synapse54
1072,93669 (Wishon),93669,54.0,54.0,32462500.0,31750.90769725911,1756054284498,Synapse54,1756054284498,Synapse54
1073,93673 (Traver),93673,29.6,29.6,3385000.0,7473.376466048143,1756054284498,Synapse54,1756054284498,Synapse54
1074,93675 (Squaw Valley),93675,49.0,49.0,342720000.0,94788.98851370667,1756054284498,Synapse54,1756054284498,Synapse54
1075,93701 (Fresno),93701,30.5,30.5,5953750.0,13205.043234807552,1756054284498,Synapse54,1756054284498,Synapse54
1076,93702 (Fresno),93702,30.9,30.9,20620000.0,19812.310562561768,1756054284498,Synapse54,1756054284498,Synapse54
1077,93703 (Fresno),93703,31.8,31.8,19397500.0,19830.277563773197,1756054284498,Synapse54,1756054284498,Synapse54
1078,93704 (Fresno),93704,40.7,40.7,22590000.0,27105.471620284377,1756054284498,Synapse54,1756054284498,Synapse54
1079,93705 (Fresno),93705,33.0,33.0,20763750.0,22593.020706623785,1756054284498,Synapse54,1756054284498,Synapse54
1080,93706 (Fresno),93706,32.3,32.3,624835000.0,147699.52122111115,1756054284498,Synapse54,1756054284498,Synapse54
1081,93710 (Fresno),93710,33.6,33.6,26748750.0,23026.98591692139,1756054284498,Synapse54,1756054284498,Synapse54
1082,93711 (Fresno),93711,44.4,44.4,44005000.0,39717.27397216554,1756054284498,Synapse54,1756054284498,Synapse54
1083,93720 (Fresno),93720,40.5,40.5,38761250.0,46179.174721802745,1756054284498,Synapse54,1756054284498,Synapse54
1084,93721 (Fresno),93721,34.2,34.2,8145000.0,14213.573266732503,1756054284498,Synapse54,1756054284498,Synapse54
1085,93722 (Fresno),93722,34.9,34.9,84017500.0,59867.25912732794,1756054284498,Synapse54,1756054284498,Synapse54
1086,93723 (Fresno),93723,37.1,37.1,177675000.0,64259.11624482831,1756054284498,Synapse54,1756054284498,Synapse54
1087,93725 (Fresno),93725,32.5,32.5,277108750.0,123881.96838888185,1756054284498,Synapse54,1756054284498,Synapse54
1088,93726 (Fresno),93726,33.2,33.2,26385000.0,22895.813018039586,1756054284498,Synapse54,1756054284498,Synapse54
1089,93727 (Fresno),93727,34.1,34.1,87730000.0,52713.0463882547,1756054284498,Synapse54,1756054284498,Synapse54
1090,93728 (Fresno),93728,37.1,37.1,12132500.0,16047.142699487926,1756054284498,Synapse54,1756054284498,Synapse54
1091,93730 (Fresno),93730,41.6,41.6,37892500.0,42904.788434696726,1756054284498,Synapse54,1756054284498,Synapse54
1092,93737 (Fresno),93737,37.5,37.5,45475000.0,40770.049590660994,1756054284498,Synapse54,1756054284498,Synapse54
1093,93741 (Fresno),93741,45.4,45.4,415000.0,2890.8149111915895,1756054284498,Synapse54,1756054284498,Synapse54
1094,93901 (Salinas),93901,38.3,38.3,49076250.0,44475.80369584794,1756054284498,Synapse54,1756054284498,Synapse54
1095,93905 (Salinas),93905,30.8,30.8,32251250.0,30986.303841262583,1756054284498,Synapse54,1756054284498,Synapse54
1096,93906 (Salinas),93906,34.6,34.6,68812500.0,39317.24941605753,1756054284498,Synapse54,1756054284498,Synapse54
1097,93907 (Salinas),93907,40.5,40.5,213045000.0,95284.68141805496,1756054284498,Synapse54,1756054284498,Synapse54
1098,93908 (Salinas),93908,48.1,48.1,1061338750.0,303096.1327894712,1756054284498,Synapse54,1756054284498,Synapse54
1099,93920 (Big Sur),93920,47.5,47.5,1101445654.7578125,340535.91805434285,1756054284498,Synapse54,1756054284498,Synapse54
1100,93923 (Carmel),93923,61.2,61.2,669871845.2421875,208905.8148713517,1756054284498,Synapse54,1756054284498,Synapse54
1101,93924 (Carmel Valley),93924,55.5,55.5,927551250.0,220262.2686813718,1756054284498,Synapse54,1756054284498,Synapse54
1102,93925 (Chualar),93925,31.2,31.2,75185000.0,75436.40873389582,1756054284498,Synapse54,1756054284498,Synapse54
1103,93926 (Gonzales),93926,32.7,32.7,295983750.0,124985.8626719927,1756054284498,Synapse54,1756054284498,Synapse54
1104,93927 (Greenfield),93927,29.1,29.1,915303681.8203125,248166.22671677396,1756054284498,Synapse54,1756054284498,Synapse54
1105,93930 (King City),93930,32.1,32.1,1350435000.0,285947.10402693844,1756054284498,Synapse54,1756054284498,Synapse54
1106,93932 (Lockwood),93932,44.4,44.4,1229275000.0,277103.62258608395,1756054284498,Synapse54,1756054284498,Synapse54
1107,93933 (Marina),93933,37.4,37.4,43681250.0,38141.375779456015,1756054284498,Synapse54,1756054284498,Synapse54
1108,93940 (Monterey),93940,44.4,44.4,67022500.0,76008.66155666241,1756054284498,Synapse54,1756054284498,Synapse54
1109,93943 (Monterey),93943,26.3,26.3,906250.0,3873.3916486782,1756054284498,Synapse54,1756054284498,Synapse54
1110,93944 (Monterey),93944,22.2,22.2,1896250.0,8931.51131578345,1756054284498,Synapse54,1756054284498,Synapse54
1111,93950 (Pacific Grove),93950,50.1,50.1,11506250.0,20460.049008292488,1756054284498,Synapse54,1756054284498,Synapse54
1112,93953 (Pebble Beach),93953,61.7,61.7,33083750.0,34847.60953036919,1756054284498,Synapse54,1756054284498,Synapse54
1113,93954 (San Lucas),93954,32.7,32.7,1565000.0,6206.333579151132,1756054284498,Synapse54,1756054284498,Synapse54
1114,93955 (Seaside),93955,36.6,36.6,44293750.0,30970.127365784243,1756054284498,Synapse54,1756054284498,Synapse54
1115,93960 (Soledad),93960,34.0,34.0,860372500.0,205748.91010736118,1756054284498,Synapse54,1756054284498,Synapse54
1116,93962 (Spreckels),93962,36.6,36.6,328750.0,3874.9584023975312,1756054284498,Synapse54,1756054284498,Synapse54
1117,94002 (Belmont),94002,42.7,42.7,23726250.0,30438.40887113949,1756054284498,Synapse54,1756054284498,Synapse54
1118,94005 (Brisbane),94005,45.8,45.8,20960000.0,27073.394632558735,1756054284498,Synapse54,1756054284498,Synapse54
1119,94010 (Burlingame),94010,43.0,43.0,53392248.7734375,56870.761389947154,1756054284498,Synapse54,1756054284498,Synapse54
1120,94014 (Daly City),94014,42.0,42.0,24572500.0,33300.051987886174,1756054284498,Synapse54,1756054284498,Synapse54
1121,94015 (Daly City),94015,43.1,43.1,23146250.0,28040.994291398496,1756054284498,Synapse54,1756054284498,Synapse54
1122,94018 (El Granada),94018,48.2,48.2,2292500.0,10189.485666124361,1756054284498,Synapse54,1756054284498,Synapse54
1123,94019 (Half Moon Bay),94019,46.5,46.5,295738750.0,156287.20497076423,1756054284498,Synapse54,1756054284498,Synapse54
1124,94020 (La Honda),94020,48.4,48.4,223715000.0,115902.66856139204,1756054284498,Synapse54,1756054284498,Synapse54
1125,94021 (Loma Mar),94021,47.7,47.7,73641250.0,56067.98793562323,1756054284498,Synapse54,1756054284498,Synapse54
1126,94022 (Los Altos),94022,49.4,49.4,73318750.0,51605.916867906875,1756054284498,Synapse54,1756054284498,Synapse54
1127,94024 (Los Altos),94024,49.5,49.5,32170000.0,39580.95702608813,1756054284498,Synapse54,1756054284498,Synapse54
1128,94025 (Menlo Park),94025,40.4,40.4,45495000.0,77336.04934579464,1756054284498,Synapse54,1756054284498,Synapse54
1129,94027 (Atherton),94027,46.7,46.7,21658750.0,32935.33137280685,1756054284498,Synapse54,1756054284498,Synapse54
1130,94028 (Portola Valley),94028,53.9,53.9,60188750.0,49199.03077318904,1756054284498,Synapse54,1756054284498,Synapse54
1131,94030 (Millbrae),94030,44.3,44.3,14327500.0,18803.791537082572,1756054284498,Synapse54,1756054284498,Synapse54
1132,94035 (Mountain View),94035,0.0,0.0,10948750.0,16184.885110646392,1756054284498,Synapse54,1756054284498,Synapse54
1133,94037 (Montara),94037,48.8,48.8,5483750.0,13097.148573164195,1756054284498,Synapse54,1756054284498,Synapse54
1134,94038 (Moss Beach),94038,48.3,48.3,24657500.0,47109.11719110493,1756054284498,Synapse54,1756054284498,Synapse54
1135,94040 (Mountain View),94040,37.4,37.4,14680000.0,29318.681930924045,1756054284498,Synapse54,1756054284498,Synapse54
1136,94041 (Mountain View),94041,37.4,37.4,6767500.0,13765.223583442732,1756054284498,Synapse54,1756054284498,Synapse54
1137,94043 (Mountain View),94043,37.9,37.9,36076250.0,34434.29361909127,1756054284498,Synapse54,1756054284498,Synapse54
1138,94044 (Pacifica),94044,45.0,45.0,58658750.0,47775.06781835821,1756054284498,Synapse54,1756054284498,Synapse54
1139,94060 (Pescadero),94060,44.1,44.1,248566250.0,105400.65709000302,1756054284498,Synapse54,1756054284498,Synapse54
1140,94061 (Redwood City),94061,41.0,41.0,15618750.0,24709.799624696014,1756054284498,Synapse54,1756054284498,Synapse54
1141,94062 (Redwood City),94062,45.3,45.3,294853750.0,174752.02828640406,1756054284498,Synapse54,1756054284498,Synapse54
1142,94063 (Redwood City),94063,35.9,35.9,26788750.0,37791.705204097016,1756054284498,Synapse54,1756054284498,Synapse54
1143,94065 (Redwood City),94065,43.0,43.0,11640000.0,18163.54406805797,1756054284498,Synapse54,1756054284498,Synapse54
1144,94066 (San Bruno),94066,42.5,42.5,28987500.0,33711.62139291378,1756054284498,Synapse54,1756054284498,Synapse54
1145,94070 (San Carlos),94070,44.4,44.4,28714204.546875,34007.28183401264,1756054284498,Synapse54,1756054284498,Synapse54
1146,94074 (San Gregorio),94074,46.9,46.9,84161250.0,73999.78281926819,1756054284498,Synapse54,1756054284498,Synapse54
1147,94080 (South San Francisco),94080,42.8,42.8,43398706.14453125,45871.26946714617,1756054284498,Synapse54,1756054284498,Synapse54
1148,94085 (Sunnyvale),94085,37.6,37.6,13416250.0,16841.43223119511,1756054284498,Synapse54,1756054284498,Synapse54
1149,94086 (Sunnyvale),94086,36.0,36.0,18878750.0,24512.530566341276,1756054284498,Synapse54,1756054284498,Synapse54
1150,94087 (Sunnyvale),94087,41.1,41.1,26666250.0,29131.96374757735,1756054284498,Synapse54,1756054284498,Synapse54
1151,94089 (Sunnyvale),94089,40.9,40.9,50076250.0,35127.56246856355,1756054284498,Synapse54,1756054284498,Synapse54
1152,94102 (San Francisco),94102,41.0,41.0,2761250.0,9109.855986528222,1756054284498,Synapse54,1756054284498,Synapse54
1153,94103 (San Francisco),94103,38.3,38.3,5510000.0,13324.552729419247,1756054284498,Synapse54,1756054284498,Synapse54
1154,94104 (San Francisco),94104,43.5,43.5,305000.0,2682.7587961752465,1756054284498,Synapse54,1756054284498,Synapse54
1155,94105 (San Francisco),94105,36.2,36.2,1471250.0,6474.767645850027,1756054284498,Synapse54,1756054284498,Synapse54
1156,94107 (San Francisco),94107,36.1,36.1,7565000.0,24031.924013578373,1756054284498,Synapse54,1756054284498,Synapse54
1157,94108 (San Francisco),94108,43.4,43.4,1146250.0,5405.1537816559785,1756054284498,Synapse54,1756054284498,Synapse54
1158,94109 (San Francisco),94109,39.6,39.6,4333750.0,11634.999666122127,1756054284498,Synapse54,1756054284498,Synapse54
1159,94110 (San Francisco),94110,40.4,40.4,9857500.0,15628.126702285164,1756054284498,Synapse54,1756054284498,Synapse54
1160,94111 (San Francisco),94111,45.6,45.6,2062727.2734375,22413.866350981203,1756054284498,Synapse54,1756054284498,Synapse54
1161,94112 (San Francisco),94112,43.8,43.8,13590000.0,21832.602696239253,1756054284498,Synapse54,1756054284498,Synapse54
