OBJECTID,DESCRIPTION,ID,ECYCDORECO,ECYCDORECO_P,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
392,"J7Y (Saint-Jerome, QC)",J7Y,1502,10.64,10.64,50087471.02734375,55705.64280837206,1753800734237,Synapse54,1753800734237,Synapse54
393,"J7Z (Saint-Jerome, QC)",J7Z,1181,7.59,7.59,36942944.47265625,33700.08035698858,1753800734237,Synapse54,1753800734237,Synapse54
394,"J8A (Saint-Hippolyte, QC)",J8A,43,0.84,0.84,272351866.0,88660.25650248205,1753800734237,Synapse54,1753800734237,Synapse54
395,"J8B (Sainte-Adele, QC)",J8B,639,8.78,8.78,257661278.5,87331.95722532229,1753800734237,Synapse54,1753800734237,Synapse54
396,"J8C (Sainte-Agathe-Des-Monts, QC)",J8C,429,6.95,6.95,363538345.5,105828.83702167151,1753800734237,Synapse54,1753800734237,Synapse54
397,"J8E (Mont-Tremblant, QC)",J8E,609,10.13,10.13,598027685.5,128502.35538817226,1753800734237,Synapse54,1753800734237,Synapse54
398,"J8G (Brownsburg-Chatham, QC)",J8G,74,1.82,1.82,1206240278.5,237511.8555793957,1753800734237,Synapse54,1753800734237,Synapse54
399,"J8H (Lachute, QC)",J8H,527,6.88,6.88,482502118.5,169179.8899596451,1753800734237,Synapse54,1753800734237,Synapse54
400,"J8L (Gatineau, QC)",J8L,238,2.62,2.62,1293058071.0,172060.6388984216,1753800734237,Synapse54,1753800734237,Synapse54
401,"J8M (Gatineau, QC)",J8M,119,2.13,2.13,154732777.5,65024.547084615566,1753800734237,Synapse54,1753800734237,Synapse54
402,"J8N (Val-Des-Monts, QC)",J8N,47,0.75,0.75,1732302854.5,285589.92276472907,1753800734237,Synapse54,1753800734237,Synapse54
403,"J8P (Gatineau, QC)",J8P,836,5.18,5.18,58693548.0,43657.291681754716,1753800734237,Synapse54,1753800734237,Synapse54
404,"J8R (Gatineau, QC)",J8R,408,3.54,3.54,156666056.5,68675.20266685543,1753800734237,Synapse54,1753800734237,Synapse54
405,"J8T (Gatineau, QC)",J8T,1229,6.73,6.73,47793402.0,43358.360078022946,1753800734237,Synapse54,1753800734237,Synapse54
406,"J8V (Gatineau, QC)",J8V,229,2.15,2.15,324712509.0,103708.66049045212,1753800734237,Synapse54,1753800734237,Synapse54
407,"J8X (Gatineau, QC)",J8X,1190,17.61,17.61,14811708.0,18647.21034649298,1753800734237,Synapse54,1753800734237,Synapse54
408,"J8Y (Gatineau, QC)",J8Y,1003,7.82,7.82,19695262.5,21673.890152602384,1753800734237,Synapse54,1753800734237,Synapse54
409,"J8Z (Gatineau, QC)",J8Z,737,10.51,10.51,23130629.5,26602.970961144994,1753800734237,Synapse54,1753800734237,Synapse54
410,"J9A (Gatineau, QC)",J9A,1514,14.53,14.53,30373310.5,26686.619129442304,1753800734237,Synapse54,1753800734237,Synapse54
411,"J9B (Chelsea, QC)",J9B,3,0.09,0.09,246189543.5,86816.99350066783,1753800734237,Synapse54,1753800734237,Synapse54
412,"J9E (Maniwaki, QC)",J9E,182,4.76,4.76,1377109169.5,310831.3640939274,1753800734237,Synapse54,1753800734237,Synapse54
413,"J9H (Gatineau, QC)",J9H,1019,7.27,7.27,62556078.0,44664.06309859117,1753800734237,Synapse54,1753800734237,Synapse54
414,"J9J (Gatineau, QC)",J9J,2484,14.27,14.27,151255466.5,58327.94180700536,1753800734237,Synapse54,1753800734237,Synapse54
415,"J9L (Mont-Laurier, QC)",J9L,494,6.96,6.96,1339338847.0,180384.92529711727,1753800734237,Synapse54,1753800734237,Synapse54
416,"J9P (Val-D'or, QC)",J9P,1203,7.43,7.43,3829796876.0,458548.2575127482,1753800734237,Synapse54,1753800734237,Synapse54
417,"J9T (Amos, QC)",J9T,541,8.8,8.8,683602510.0,189908.9748917051,1753800734237,Synapse54,1753800734237,Synapse54
418,"J9V (Rouyn-Noranda, QC)",J9V,93,5.42,5.42,297071822.0,76817.77391779536,1753800734237,Synapse54,1753800734237,Synapse54
419,"J9X (Rouyn-Noranda, QC)",J9X,1072,8.91,8.91,301651162.0,120674.85661136823,1753800734237,Synapse54,1753800734237,Synapse54
420,"J9Y (Rouyn-Noranda, QC)",J9Y,33,0.73,0.73,2199066233.0,465878.96082864003,1753800734237,Synapse54,1753800734237,Synapse54
421,"J9Z (La Sarre, QC)",J9Z,306,8.72,8.72,348212296.0,88902.99107383726,1753800734237,Synapse54,1753800734237,Synapse54
