OBJECTID,DESCRIPTION,ID,ECYTENRENT,ECYTENRENT_P,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
389,"J7V (Vaudreuil-Dorion, QC)",J7V,7618,26.29,26.29,362449115.0,152968.31394129083,1753799876791,Synapse54,1753799876791,Synapse54
390,"J7W (Vaudreuil-Dorion, QC)",J7W,752,12.38,12.38,24383265.0,23490.450057951097,1753799876791,Synapse54,1753799876791,Synapse54
391,"J7X (Salaberry-De-Valleyfield, QC)",J7X,905,34.31,34.31,64920487.0,46286.99583260664,1753799876791,Synapse54,1753799876791,Synapse54
392,"J7Y (Saint-Jerome, QC)",J7Y,8286,58.72,58.72,50087471.02734375,55705.64280837206,1753799876791,Synapse54,1753799876791,Synapse54
393,"J7Z (Saint-Jerome, QC)",J7Z,8874,56.99,56.99,36942944.47265625,33700.08035698858,1753799876791,Synapse54,1753799876791,Synapse54
394,"J8A (Saint-Hippolyte, QC)",J8A,805,15.68,15.68,272351866.0,88660.25650248205,1753799876791,Synapse54,1753799876791,Synapse54
395,"J8B (Sainte-Adele, QC)",J8B,2269,31.19,31.19,257661278.5,87331.95722532229,1753799876791,Synapse54,1753799876791,Synapse54
396,"J8C (Sainte-Agathe-Des-Monts, QC)",J8C,2608,42.26,42.26,363538345.5,105828.83702167151,1753799876791,Synapse54,1753799876791,Synapse54
397,"J8E (Mont-Tremblant, QC)",J8E,2401,39.96,39.96,598027685.5,128502.35538817226,1753799876791,Synapse54,1753799876791,Synapse54
398,"J8G (Brownsburg-Chatham, QC)",J8G,768,18.87,18.87,1206240278.5,237511.8555793957,1753799876791,Synapse54,1753799876791,Synapse54
399,"J8H (Lachute, QC)",J8H,3539,46.17,46.17,482502118.5,169179.8899596451,1753799876791,Synapse54,1753799876791,Synapse54
400,"J8L (Gatineau, QC)",J8L,2784,30.6,30.6,1293058071.0,172060.6388984216,1753799876791,Synapse54,1753799876791,Synapse54
401,"J8M (Gatineau, QC)",J8M,1436,25.76,25.76,154732777.5,65024.547084615566,1753799876791,Synapse54,1753799876791,Synapse54
402,"J8N (Val-Des-Monts, QC)",J8N,929,14.83,14.83,1732302854.5,285589.92276472907,1753799876791,Synapse54,1753799876791,Synapse54
403,"J8P (Gatineau, QC)",J8P,6772,41.99,41.99,58693548.0,43657.291681754716,1753799876791,Synapse54,1753799876791,Synapse54
404,"J8R (Gatineau, QC)",J8R,2597,22.55,22.55,156666056.5,68675.20266685543,1753799876791,Synapse54,1753799876791,Synapse54
405,"J8T (Gatineau, QC)",J8T,7686,42.09,42.09,47793402.0,43358.360078022946,1753799876791,Synapse54,1753799876791,Synapse54
406,"J8V (Gatineau, QC)",J8V,1233,11.55,11.55,324712509.0,103708.66049045212,1753799876791,Synapse54,1753799876791,Synapse54
407,"J8X (Gatineau, QC)",J8X,5488,81.22,81.22,14811708.0,18647.21034649298,1753799876791,Synapse54,1753799876791,Synapse54
408,"J8Y (Gatineau, QC)",J8Y,8196,63.92,63.92,19695262.5,21673.890152602384,1753799876791,Synapse54,1753799876791,Synapse54
409,"J8Z (Gatineau, QC)",J8Z,3676,52.44,52.44,23130629.5,26602.970961144994,1753799876791,Synapse54,1753799876791,Synapse54
410,"J9A (Gatineau, QC)",J9A,4316,41.43,41.43,30373310.5,26686.619129442304,1753799876791,Synapse54,1753799876791,Synapse54
411,"J9B (Chelsea, QC)",J9B,283,8.38,8.38,246189543.5,86816.99350066783,1753799876791,Synapse54,1753799876791,Synapse54
412,"J9E (Maniwaki, QC)",J9E,1219,31.86,31.86,1377109169.5,310831.3640939274,1753799876791,Synapse54,1753799876791,Synapse54
413,"J9H (Gatineau, QC)",J9H,4464,31.83,31.83,62556078.0,44664.06309859117,1753799876791,Synapse54,1753799876791,Synapse54
414,"J9J (Gatineau, QC)",J9J,6035,34.68,34.68,151255466.5,58327.94180700536,1753799876791,Synapse54,1753799876791,Synapse54
415,"J9L (Mont-Laurier, QC)",J9L,2696,37.97,37.97,1339338847.0,180384.92529711727,1753799876791,Synapse54,1753799876791,Synapse54
416,"J9P (Val-D'or, QC)",J9P,6295,38.88,38.88,3829796876.0,458548.2575127482,1753799876791,Synapse54,1753799876791,Synapse54
417,"J9T (Amos, QC)",J9T,2495,40.6,40.6,683602510.0,189908.9748917051,1753799876791,Synapse54,1753799876791,Synapse54
418,"J9V (Rouyn-Noranda, QC)",J9V,581,33.84,33.84,297071822.0,76817.77391779536,1753799876791,Synapse54,1753799876791,Synapse54
419,"J9X (Rouyn-Noranda, QC)",J9X,6571,54.63,54.63,301651162.0,120674.85661136823,1753799876791,Synapse54,1753799876791,Synapse54
420,"J9Y (Rouyn-Noranda, QC)",J9Y,452,9.98,9.98,2199066233.0,465878.96082864003,1753799876791,Synapse54,1753799876791,Synapse54
421,"J9Z (La Sarre, QC)",J9Z,1344,38.3,38.3,348212296.0,88902.99107383726,1753799876791,Synapse54,1753799876791,Synapse54
