OBJECTID,DESCRIPTION,ID,P5YHRIAVG,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
394,"J8A (Saint-Hippolyte, QC)",J8A,102311.4,102311.4,272351866.0,88660.25650248205,1753801778344,Synapse54,1753801778344,Synapse54
395,"J8B (Sainte-Adele, QC)",J8B,101747.88,101747.88,257661278.5,87331.95722532229,1753801778344,Synapse54,1753801778344,Synapse54
396,"J8C (Sainte-Agathe-Des-Monts, QC)",J8C,81996.86,81996.86,363538345.5,105828.83702167151,1753801778344,Synapse54,1753801778344,Synapse54
397,"J8E (Mont-Tremblant, QC)",J8E,99849.97,99849.97,598027685.5,128502.35538817226,1753801778344,Synapse54,1753801778344,Synapse54
398,"J8G (Brownsburg-Chatham, QC)",J8G,81505.98,81505.98,1206240278.5,237511.8555793957,1753801778344,Synapse54,1753801778344,Synapse54
399,"J8H (Lachute, QC)",J8H,76837.65,76837.65,482502118.5,169179.8899596451,1753801778344,Synapse54,1753801778344,Synapse54
400,"J8L (Gatineau, QC)",J8L,105131.68,105131.68,1293058071.0,172060.6388984216,1753801778344,Synapse54,1753801778344,Synapse54
401,"J8M (Gatineau, QC)",J8M,111734.57,111734.57,154732777.5,65024.547084615566,1753801778344,Synapse54,1753801778344,Synapse54
402,"J8N (Val-Des-Monts, QC)",J8N,130139.93,130139.93,1732302854.5,285589.92276472907,1753801778344,Synapse54,1753801778344,Synapse54
403,"J8P (Gatineau, QC)",J8P,92021.8,92021.8,58693548.0,43657.291681754716,1753801778344,Synapse54,1753801778344,Synapse54
404,"J8R (Gatineau, QC)",J8R,131226.97,131226.97,156666056.5,68675.20266685543,1753801778344,Synapse54,1753801778344,Synapse54
405,"J8T (Gatineau, QC)",J8T,93559.54,93559.54,47793402.0,43358.360078022946,1753801778344,Synapse54,1753801778344,Synapse54
406,"J8V (Gatineau, QC)",J8V,151783.85,151783.85,324712509.0,103708.66049045212,1753801778344,Synapse54,1753801778344,Synapse54
407,"J8X (Gatineau, QC)",J8X,70159.47,70159.47,14811708.0,18647.21034649298,1753801778344,Synapse54,1753801778344,Synapse54
408,"J8Y (Gatineau, QC)",J8Y,76287.23,76287.23,19695262.5,21673.890152602384,1753801778344,Synapse54,1753801778344,Synapse54
409,"J8Z (Gatineau, QC)",J8Z,99633.46,99633.46,23130629.5,26602.970961144994,1753801778344,Synapse54,1753801778344,Synapse54
410,"J9A (Gatineau, QC)",J9A,121357.26,121357.26,30373310.5,26686.619129442304,1753801778344,Synapse54,1753801778344,Synapse54
411,"J9B (Chelsea, QC)",J9B,177069.13,177069.13,246189543.5,86816.99350066783,1753801778344,Synapse54,1753801778344,Synapse54
412,"J9E (Maniwaki, QC)",J9E,68241.06,68241.06,1377109169.5,310831.3640939274,1753801778344,Synapse54,1753801778344,Synapse54
413,"J9H (Gatineau, QC)",J9H,114015.15,114015.15,62556078.0,44664.06309859117,1753801778344,Synapse54,1753801778344,Synapse54
414,"J9J (Gatineau, QC)",J9J,136183.43,136183.43,151255466.5,58327.94180700536,1753801778344,Synapse54,1753801778344,Synapse54
415,"J9L (Mont-Laurier, QC)",J9L,78448.5,78448.5,1339338847.0,180384.92529711727,1753801778344,Synapse54,1753801778344,Synapse54
416,"J9P (Val-D'or, QC)",J9P,102659.46,102659.46,3829796876.0,458548.2575127482,1753801778344,Synapse54,1753801778344,Synapse54
417,"J9T (Amos, QC)",J9T,95684.74,95684.74,683602510.0,189908.9748917051,1753801778344,Synapse54,1753801778344,Synapse54
418,"J9V (Rouyn-Noranda, QC)",J9V,89078.97,89078.97,297071822.0,76817.77391779536,1753801778344,Synapse54,1753801778344,Synapse54
419,"J9X (Rouyn-Noranda, QC)",J9X,85957.65,85957.65,301651162.0,120674.85661136823,1753801778344,Synapse54,1753801778344,Synapse54
420,"J9Y (Rouyn-Noranda, QC)",J9Y,123742.28,123742.28,2199066233.0,465878.96082864003,1753801778344,Synapse54,1753801778344,Synapse54
421,"J9Z (La Sarre, QC)",J9Z,84897.63,84897.63,348212296.0,88902.99107383726,1753801778344,Synapse54,1753801778344,Synapse54
