OBJECTID,DESCRIPTION,ID,P0YTENRENT,P0YTENRENT_P,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
389,"J7V (Vaudreuil-Dorion, QC)",J7V,9906,29.76,29.76,362449115.0,152968.31394129083,1753799975476,Synapse54,1753799975476,Synapse54
390,"J7W (Vaudreuil-Dorion, QC)",J7W,955,14.09,14.09,24383265.0,23490.450057951097,1753799975476,Synapse54,1753799975476,Synapse54
391,"J7X (Salaberry-De-Valleyfield, QC)",J7X,1085,36.47,36.47,64920487.0,46286.99583260664,1753799975476,Synapse54,1753799975476,Synapse54
392,"J7Y (Saint-Jerome, QC)",J7Y,10249,62.34,62.34,50087471.02734375,55705.64280837206,1753799975476,Synapse54,1753799975476,Synapse54
393,"J7Z (Saint-Jerome, QC)",J7Z,10654,58.04,58.04,36942944.47265625,33700.08035698858,1753799975476,Synapse54,1753799975476,Synapse54
394,"J8A (Saint-Hippolyte, QC)",J8A,1038,16.78,16.78,272351866.0,88660.25650248205,1753799975476,Synapse54,1753799975476,Synapse54
395,"J8B (Sainte-Adele, QC)",J8B,2779,32.06,32.06,257661278.5,87331.95722532229,1753799975476,Synapse54,1753799975476,Synapse54
396,"J8C (Sainte-Agathe-Des-Monts, QC)",J8C,3058,45.03,45.03,363538345.5,105828.83702167151,1753799975476,Synapse54,1753799975476,Synapse54
397,"J8E (Mont-Tremblant, QC)",J8E,2857,42.24,42.24,598027685.5,128502.35538817226,1753799975476,Synapse54,1753799975476,Synapse54
398,"J8G (Brownsburg-Chatham, QC)",J8G,834,18.61,18.61,1206240278.5,237511.8555793957,1753799975476,Synapse54,1753799975476,Synapse54
399,"J8H (Lachute, QC)",J8H,4069,47.2,47.2,482502118.5,169179.8899596451,1753799975476,Synapse54,1753799975476,Synapse54
400,"J8L (Gatineau, QC)",J8L,3218,32.27,32.27,1293058071.0,172060.6388984216,1753799975476,Synapse54,1753799975476,Synapse54
401,"J8M (Gatineau, QC)",J8M,1631,27.04,27.04,154732777.5,65024.547084615566,1753799975476,Synapse54,1753799975476,Synapse54
402,"J8N (Val-Des-Monts, QC)",J8N,1242,16.85,16.85,1732302854.5,285589.92276472907,1753799975476,Synapse54,1753799975476,Synapse54
403,"J8P (Gatineau, QC)",J8P,7699,45.44,45.44,58693548.0,43657.291681754716,1753799975476,Synapse54,1753799975476,Synapse54
404,"J8R (Gatineau, QC)",J8R,2934,24.06,24.06,156666056.5,68675.20266685543,1753799975476,Synapse54,1753799975476,Synapse54
405,"J8T (Gatineau, QC)",J8T,8457,43.81,43.81,47793402.0,43358.360078022946,1753799975476,Synapse54,1753799975476,Synapse54
406,"J8V (Gatineau, QC)",J8V,1542,13.08,13.08,324712509.0,103708.66049045212,1753799975476,Synapse54,1753799975476,Synapse54
407,"J8X (Gatineau, QC)",J8X,6069,81.43,81.43,14811708.0,18647.21034649298,1753799975476,Synapse54,1753799975476,Synapse54
408,"J8Y (Gatineau, QC)",J8Y,8648,65.76,65.76,19695262.5,21673.890152602384,1753799975476,Synapse54,1753799975476,Synapse54
409,"J8Z (Gatineau, QC)",J8Z,3821,53.7,53.7,23130629.5,26602.970961144994,1753799975476,Synapse54,1753799975476,Synapse54
410,"J9A (Gatineau, QC)",J9A,4856,43.94,43.94,30373310.5,26686.619129442304,1753799975476,Synapse54,1753799975476,Synapse54
411,"J9B (Chelsea, QC)",J9B,395,9.8,9.8,246189543.5,86816.99350066783,1753799975476,Synapse54,1753799975476,Synapse54
412,"J9E (Maniwaki, QC)",J9E,1180,31.71,31.71,1377109169.5,310831.3640939274,1753799975476,Synapse54,1753799975476,Synapse54
413,"J9H (Gatineau, QC)",J9H,5204,34.25,34.25,62556078.0,44664.06309859117,1753799975476,Synapse54,1753799975476,Synapse54
414,"J9J (Gatineau, QC)",J9J,7471,39.31,39.31,151255466.5,58327.94180700536,1753799975476,Synapse54,1753799975476,Synapse54
415,"J9L (Mont-Laurier, QC)",J9L,2803,39.22,39.22,1339338847.0,180384.92529711727,1753799975476,Synapse54,1753799975476,Synapse54
416,"J9P (Val-D'or, QC)",J9P,6549,40.82,40.82,3829796876.0,458548.2575127482,1753799975476,Synapse54,1753799975476,Synapse54
417,"J9T (Amos, QC)",J9T,2566,42.56,42.56,683602510.0,189908.9748917051,1753799975476,Synapse54,1753799975476,Synapse54
418,"J9V (Rouyn-Noranda, QC)",J9V,594,36.15,36.15,297071822.0,76817.77391779536,1753799975476,Synapse54,1753799975476,Synapse54
419,"J9X (Rouyn-Noranda, QC)",J9X,6734,56.21,56.21,301651162.0,120674.85661136823,1753799975476,Synapse54,1753799975476,Synapse54
420,"J9Y (Rouyn-Noranda, QC)",J9Y,465,10.29,10.29,2199066233.0,465878.96082864003,1753799975476,Synapse54,1753799975476,Synapse54
421,"J9Z (La Sarre, QC)",J9Z,1366,40.2,40.2,348212296.0,88902.99107383726,1753799975476,Synapse54,1753799975476,Synapse54
