OBJECTID,DESCRIPTION,ID,ECYCDOCO,ECYCDOCO_P,thematic_value,Shape__Area,Shape__Length,CreationDate,Creator,EditDate,Editor
390,"J7W (Vaudreuil-Dorion, QC)",J7W,734,12.09,12.09,24383265.0,23490.450057951097,1753800183770,Synapse54,1753800183770,Synapse54
391,"J7X (Salaberry-De-Valleyfield, QC)",J7X,368,13.95,13.95,64920487.0,46286.99583260664,1753800183770,Synapse54,1753800183770,Synapse54
392,"J7Y (Saint-Jerome, QC)",J7Y,2854,20.22,20.22,50087471.02734375,55705.64280837206,1753800183770,Synapse54,1753800183770,Synapse54
393,"J7Z (Saint-Jerome, QC)",J7Z,2250,14.45,14.45,36942944.47265625,33700.08035698858,1753800183770,Synapse54,1753800183770,Synapse54
394,"J8A (Saint-Hippolyte, QC)",J8A,82,1.6,1.6,272351866.0,88660.25650248205,1753800183770,Synapse54,1753800183770,Synapse54
395,"J8B (Sainte-Adele, QC)",J8B,952,13.09,13.09,257661278.5,87331.95722532229,1753800183770,Synapse54,1753800183770,Synapse54
396,"J8C (Sainte-Agathe-Des-Monts, QC)",J8C,614,9.95,9.95,363538345.5,105828.83702167151,1753800183770,Synapse54,1753800183770,Synapse54
397,"J8E (Mont-Tremblant, QC)",J8E,866,14.41,14.41,598027685.5,128502.35538817226,1753800183770,Synapse54,1753800183770,Synapse54
398,"J8G (Brownsburg-Chatham, QC)",J8G,117,2.87,2.87,1206240278.5,237511.8555793957,1753800183770,Synapse54,1753800183770,Synapse54
399,"J8H (Lachute, QC)",J8H,580,7.57,7.57,482502118.5,169179.8899596451,1753800183770,Synapse54,1753800183770,Synapse54
400,"J8L (Gatineau, QC)",J8L,491,5.4,5.4,1293058071.0,172060.6388984216,1753800183770,Synapse54,1753800183770,Synapse54
401,"J8M (Gatineau, QC)",J8M,338,6.06,6.06,154732777.5,65024.547084615566,1753800183770,Synapse54,1753800183770,Synapse54
402,"J8N (Val-Des-Monts, QC)",J8N,187,2.98,2.98,1732302854.5,285589.92276472907,1753800183770,Synapse54,1753800183770,Synapse54
403,"J8P (Gatineau, QC)",J8P,1582,9.81,9.81,58693548.0,43657.291681754716,1753800183770,Synapse54,1753800183770,Synapse54
404,"J8R (Gatineau, QC)",J8R,929,8.07,8.07,156666056.5,68675.20266685543,1753800183770,Synapse54,1753800183770,Synapse54
405,"J8T (Gatineau, QC)",J8T,2758,15.1,15.1,47793402.0,43358.360078022946,1753800183770,Synapse54,1753800183770,Synapse54
406,"J8V (Gatineau, QC)",J8V,1023,9.58,9.58,324712509.0,103708.66049045212,1753800183770,Synapse54,1753800183770,Synapse54
407,"J8X (Gatineau, QC)",J8X,1607,23.78,23.78,14811708.0,18647.21034649298,1753800183770,Synapse54,1753800183770,Synapse54
408,"J8Y (Gatineau, QC)",J8Y,1555,12.13,12.13,19695262.5,21673.890152602384,1753800183770,Synapse54,1753800183770,Synapse54
409,"J8Z (Gatineau, QC)",J8Z,1472,21.0,21.0,23130629.5,26602.970961144994,1753800183770,Synapse54,1753800183770,Synapse54
410,"J9A (Gatineau, QC)",J9A,3195,30.67,30.67,30373310.5,26686.619129442304,1753800183770,Synapse54,1753800183770,Synapse54
411,"J9B (Chelsea, QC)",J9B,39,1.16,1.16,246189543.5,86816.99350066783,1753800183770,Synapse54,1753800183770,Synapse54
412,"J9E (Maniwaki, QC)",J9E,236,6.17,6.17,1377109169.5,310831.3640939274,1753800183770,Synapse54,1753800183770,Synapse54
413,"J9H (Gatineau, QC)",J9H,2317,16.52,16.52,62556078.0,44664.06309859117,1753800183770,Synapse54,1753800183770,Synapse54
414,"J9J (Gatineau, QC)",J9J,4565,26.23,26.23,151255466.5,58327.94180700536,1753800183770,Synapse54,1753800183770,Synapse54
415,"J9L (Mont-Laurier, QC)",J9L,616,8.68,8.68,1339338847.0,180384.92529711727,1753800183770,Synapse54,1753800183770,Synapse54
416,"J9P (Val-D'or, QC)",J9P,1447,8.94,8.94,3829796876.0,458548.2575127482,1753800183770,Synapse54,1753800183770,Synapse54
417,"J9T (Amos, QC)",J9T,583,9.49,9.49,683602510.0,189908.9748917051,1753800183770,Synapse54,1753800183770,Synapse54
418,"J9V (Rouyn-Noranda, QC)",J9V,116,6.76,6.76,297071822.0,76817.77391779536,1753800183770,Synapse54,1753800183770,Synapse54
419,"J9X (Rouyn-Noranda, QC)",J9X,1419,11.8,11.8,301651162.0,120674.85661136823,1753800183770,Synapse54,1753800183770,Synapse54
420,"J9Y (Rouyn-Noranda, QC)",J9Y,83,1.83,1.83,2199066233.0,465878.96082864003,1753800183770,Synapse54,1753800183770,Synapse54
421,"J9Z (La Sarre, QC)",J9Z,384,10.94,10.94,348212296.0,88902.99107383726,1753800183770,Synapse54,1753800183770,Synapse54
